item_uuid,item_name,canonical_id,canonical_leader,canonical_member
6a77c3fd-6b6a-526f-8e36-484701305f8f,co op british 2 chicken fillets pm 3 300g,4742.0,co-op british chicken fillets 300 g,co op british 2 chicken fillet pm 3 300g
6a6f4c55-9819-4699-98c1-46dd20970dd4,sterling ryo pouch 50g (t&t) * 50g,21781.0,sterling tt rolling tobacco pouch 50 g,sterling ryo pouch 50g tt 50g
6a6ee43c-7580-5618-b144-39bbef564d2e,whiskas 1+ pouch meat in gravy pm 3.75 12x100g,25481.0,whiskas 1+ pouch meat in gravy 12 x 100 g,whiskas 1 pouch meat in gravy  12x100g
6a6df05c-d225-4dbd-9cd8-ea06322c60f0,Domestos Bleach Regular 750Ml,6728.0,domestos bleach 750 ml,domestos bleach regular 750ml
6a60ec5f-f3bb-5544-9f07-1566bf26e173,cadbury giant buttons 95g,5755.0,cadbury giant buttons 95 g,cadbury giant button 95g
6a595fcd-89fb-5f2f-94dc-c543e1edb74e,amber leaf ryo (t&t) * 30g,1189.0,amber leaf ryo tt 30 g,amber leaf ryo tt 30g
6a594d60-760f-562b-a38a-499a295a4949,grey goose original 40% dst 75cl,9065.0,grey goose original vodka 750 ml,grey goose original 40 % dst 75cl
6a515f6e-0cad-4bb9-b771-63d2dbbdea37,ye olde oak 8 hot dogs in brine pm 1 400g,26389.0,ye olde oak 8 hot dog in brine 400 g,ye olde oak 8 hot dog in brine pm 1 400g
6a50bf4b-dec7-4996-92a7-cbf74140983b,SKIPS PRAWN COCKTAIL 45G,24868.0,skip prawn cocktail 45 g,skip prawn cocktail 45g
6a4a8d53-e424-54a3-95c9-51ba3a02166b,co op onion rings pm 1 125g,4834.0,co-op onion ring 125 g,co op onion ring pm 1 125g
6a47b207-ec71-4c95-a9d8-d97ac7f494ab,smirnoff red 37.5% pm14.79 70cl,20983.0,smirnoff red vodka 700 ml,smirnoff red 37.5 %  70cl
6a4159d9-9480-515e-b719-f14590b326f1,heritage cherry toms 250g,10420.0,heritage cherry tom 250 g,heritage cherry tom 250g
6a3d3ed3-3eff-5e36-b796-9ed25cb321b0,co op rice pudding 400g,9388.0,coop rice pudding 400 g,co op rice pudding 400g
6a35bf95-e575-5f6b-8d48-8046b32c344c,walkers cheetos flamin hot pm 1 65g,24687.0,walker cheetos flamin hot 65 g,walker cheetos flamin hot pm 1 65g
