group_id,leader,member
649,330 ml stella artois,330 ml stella artois
651,335 ml redbull,335 ml redbull
654,34 g polo sugar free,34 g polo sugar free
655,340 g gocat complete tuna cat food biscuit,340 g gocat complete tuna cat food biscuit
657,340 g happy shopper sliced beetroot,340 g happy shopper sliced beetroot
659,340 g jack sweetcorn,340 g jack sweetcorn
662,340 g whiskas complete tuna cat food biscuit,340 g whiskas complete tuna cat food biscuit
665,35 cl bell,35 cl bell
666,35 cl cane trader white rum,35 cl cane trader white rum
668,35 cl chekov,35 cl chekov
669,35 cl christian dupre,35 cl christian dupre
670,35 cl gordons original,35 cl gordons original
672,35 cl jacobite,35 cl jacobite
673,35 cl smirnoff,35 cl smirnoff
681,35cl grey goose,35cl grey goose
693,380 g 6 wikinger brockwurst hotdog,380 g 6 wikinger brockwurst hotdog
696,380 g pattersons shortbread,380 g pattersons shortbread
698,380ml e glucose cherry,380ml e glucose cherry
699,380ml e glucose orange,380ml e glucose orange
700,384 ml happy shopper vinegar,384 ml happy shopper distilled vinegar
700,384 ml happy shopper vinegar,384 ml happy shopper vinegar
702,39 g curry powder,39 g curry powder
703,39 g paprika,39 g paprika
704,390 g best one minced beef onion,390 g best one minced beef onion
708,392 g prince mince beef and onion,392 g prince mince beef and onion
710,395 g happy shopper bean and sausage,395 g happy shopper bean and sausage
711,395 g happy shopper spaghetti hoop,395 g happy shopper spaghetti hoop
712,396 g pearl iced bakewell tart,396 g pearl iced bakewell tart
714,3g gsd original super glue,3g gsd original super glue
715,3in1 micro usb lighning type c to usb braided cable 5amp 1.2m,3in1 micro usb lighning type c to usb braided cable 5amp 1.2m
716,3pk bounty,3pk bounty
718,3pk fruit pastille,3pk fruit pastille
719,3pk hornet natural hempp cone,3pk hornet natural hempp cone
720,3pk mentos,3pk mentos
721,3pk ripple,3pk ripple
723,3pk yorkie,3pk yorkie
724,4 12 always ultra long size 2 sanitary towel wing 12 pad ,4 12 always ultra long size 2 sanitary towel wing 12 pad 
725,4 breaded pollock fillet,4 breaded pollock fillet
726,4 brown soft roll,4 brown soft roll
727,4 butterfly bun,4 butterfly bun
728,4 hot dog roll,4 hot dog roll
729,4 hot dog roll sliced,4 hot dog roll sliced
731,4 magnum classic 316g,4 magnum classic 316g
732,4 mega burger bun with sesame seed,4 mega burger bun sliced with sesame seed
732,4 mega burger bun with sesame seed,4 mega burger bun with sesame seed
733,4 pack andreex classic,4 pack andreex classic
737,4 pack baker street mega seeded burger bun,4 pack baker street mega seeded burger bun
738,4 pack bakery select finger roll,4 pack bakery select finger roll
739,4 pack bakery select soft white bun,4 pack bakery select soft white bun
740,4 pack euro shopper kitchen roll,4 pack euro shopper kitchen roll
742,4 pack jam bakewells,4 pack jam bakewells
743,4 pack lemon,4 pack lemon
744,4 pack mcain jacket potato 800g,4 pack mcain jacket potato 800g
746,4 pack velvet,4 pack velvet
748,4 pt cravendale semi skimmed,4 pt cravendale semi skimmed
749,4 snicker ice cream 316g,4 snicker ice cream 316g
750,4 soft white roll,4 soft white roll
751,4 x 250 ml e energy drink can,4 x 250 ml e energy drink can
752,4 x 250 ml redbull can,4 x 250 ml redbull can
753,4 x 330 ml birra moretti,4 x 330 ml birra moretti
756,4 x 330 ml peroni nastro,4 x 330 ml peroni nastro
757,4 x 330 ml stella artois,4 x 330 ml stella artois
758,4 x 440 ml amstel bier,4 x 440 ml amstel bier
760,4 x 440 ml foster,10 x 440 ml foster
760,4 x 440 ml foster,18 x 440 ml foster
760,4 x 440 ml foster,4 x 440 ml foster
763,4 x 440 ml kronenbourg,4 x 440 ml kronenbourg
764,4 x 440 ml magners original,4 x 440 ml magners original
766,4 x 440 ml stongbow,10 x 440 ml strongbow
766,4 x 440 ml stongbow,18 x 440 ml strongbow
766,4 x 440 ml stongbow,4 x 440 ml stongbow
769,4 x 500 ml carling,4 x 500 ml carling
771,4 x 500 ml hobgoblin gold,4 x 500 ml hobgoblin gold
775,4 x 500 ml tyskie gronie,4 x 500 ml tyskie gronie
777,4 x 568 ml budweiser,4 x 568 ml budweiser
778,4 x 568 ml carling,4 x 568 ml carling
779,4 x 568 ml carlsberg pilsner,4 x 568 ml carlsberg pilsner
781,4 x 568 ml foster,4 x 568 ml foster
782,4 x 568 ml heineken,4 x 568 ml heineken
783,4 x 568 ml kronenbourg,4 x 568 ml kronenbourg
784,4 x 568 ml stella artois,4 x 568 ml stella artois
785,4 x 568 ml strongbow,4 x 568 ml strongbow
788,40 g cadbury snack,40 g cadbury snack
793,40 g kit kat chunky cookie dough,40 g kit kat chunky cookie dough
798,40 g west country pork scratching,40 g west country pork scratching
806,400 g butcher chicken,400 g butcher chicken
807,400 g butcher original,400 g butcher original
808,400 g classic chicken,400 g classic chicken
809,400 g classic fish,400 g classic fish
811,400 g euro shopper chopped tomato,400 g euro shopper chopped tomato
814,400 g fray bentos steak and kidney pudding,400 g fray bentos steak and kidney pudding
815,400 g happy shopper chicken,400 g happy shopper chicken
817,400 g haywards red cabbage,400 g haywards red cabbage
821,400 g heinz chicken,400 g heinz chicken
830,400 g jack chocolate cream,400 g jack chocolate cream
833,400 g kershaws beef dinner with roast potato carrot pea ypud,400 g kershaws beef dinner with roast potato carrot pea ypud
834,400 g kershaws big breakfast with sausage fried potato breakfast ham scramble egg tomato,400 g kershaws big breakfast with sausage fried potato breakfast ham scramble egg tomato
839,400 g kershaws steak pie chip carrot pea,400 g kershaws steak pie chip carrot pea
842,400 g pedigree chicken dog food,400 g pedigree chicken dog food
843,400 g pedigree loaf,400 g pedigree loaf
844,400 g stagg classic chilli,400 g stagg classic chilli
845,400 g winalot chicken,400 g winalot chicken
846,400 g winalot tuna,400 g winalot tuna
847,400 ml banana nurishment,400 ml banana nurishment
848,400 ml banana yazoo,400 ml banana yazoo
849,400 ml chocolate yazoo,400 ml chocolate orange yazoo
849,400 ml chocolate yazoo,400 ml chocolate yazoo
853,400 ml island sun coconut milk,400 ml island sun coconut milk
854,400 ml strawberry nurishment,400 ml strawberry nurishment
857,400 sheet printing paper,400 sheet printing paper
859,400g g kershaws banger and mash with carrot pea and onion gravy,400g g kershaws banger and mash with carrot pea and onion gravy
860,41 g ground black pepper,41 g ground black pepper
861,41 g jakemans throat chest,41 g jakemans throat chest
862,41 g kit kat 4 finger,41 g kit kat 4 finger
863,41 g trebor xtra strong spearmint,41 g trebor xtra strong peppermint
863,41 g trebor xtra strong spearmint,41 g trebor xtra strong spearmint
866,410 g prince fruit cocktail,410 g prince fruit cocktail
867,410 g prince peach slice,410 g prince peach slice
868,410 g prince pear half,410 g prince pear half
869,411 g happy shopper peach slice,411 g happy shopper peach slice
870,415 g happy shopper beef,415 g happy shopper beef
875,420 g jack salad cream,420 g jack salad cream
876,424 ml heinz salad cream,424 ml heinz salad cream
878,43 g ground white pepper,43 g ground white pepper
882,430 ml hellmanns mayonnaise squeeze bottle,430 ml hellmanns mayonnaise squeeze bottle
883,432 g prince pineapple slice in juice,432 g prince pineapple slice in juice
885,433 ml faiiry washing liquid citrus,433 ml faiiry washing liquid citrus
889,440 g happy shopper picked onion,440 g happy shopper picked onion
893,440 g jack white lasagne sauce,440 g jack white lasagne sauce
895,45 g dairy milk,45 g dairy milk
896,45 g dairylea dunker,45 g dairylea dunker
897,45 g mini cheddar cheese,45 g mini cheddar cheese
901,45 g trebor softmints peppermint,45 g trebor softmints peppermint
902,45 g trebor softmints spearmint,45 g trebor softmints spearmint
