item_uuid,item_name,canonical_id,canonical_leader,canonical_member
6b04fc99-e494-5bf7-ac9a-64eda569d776,Yazoo Banana Milk 400ml,26334.0,yazoo banana milk 400 ml,yazoo banana milk 400ml
6b04704e-2b9d-5360-8dad-8ed27fc97407,Tampax Compak Regular 18s 6 * 18 Pack,22605.0,tampax compak regular 6 x 18 units,tampax compak regular 18 6 18 pack
6b0380eb-7a69-4c81-823c-05b390d19389,Heritage Mixed Peppers 3pk,10441.0,heritage mixed pepper 3 pack,heritage mixed pepper 3pk
6afbb4ef-1376-4284-bf5d-24e7889ec8e3,Monster Ultra Fiesta Mango Energy Drink  500ml,23998.0,monster ultra fiesta mango energy drink 500 ml,monster ultra fiesta mango energy drink 500ml
6afa2b76-88c7-424f-8786-bc3d572db27a,WALKERS MAX PUNCHY PAPRIKA 70G,24875.0,walker max punchy paprika 70 g,walker max punchy paprika 70g
6af81c77-6bb4-455a-9f02-41302623b827,CARLTON KS RED 20S,4102.0,carlton sk red 20 units,carlton k red 20
6af77981-e5c4-5567-881c-a55539a85c0e,Casillero Del Diablo Sauvignon Blanc (75 cL),4119.0,casillero del diablo sauvnion blanc 750 ml,casillero del diablo sauvignon blanc 75 cl
6af5a727-2227-5d85-b135-c1d861a2115f,Poppell Flint Lighter 1S,18401.0,poppell flint lighter 1,poppell flint lighter 1
6af4e5e1-1994-4f2c-9d44-f89e6f2a9488,Cheetos Paprika 145g,4320.0,cheetos paprika 145 g,cheetos paprika 145g
6af3627f-0ff2-4ee8-8423-e9bb01443f93,Mccain Home Chips (1Kg),14884.0,mccains home chip 1kg,mccain home chip 1kg
6af0b466-1e6e-5daf-a997-5c005ee9f27d,Stella Artois  (4x330 mL),21606.0,stella artois beer 4 x 330 ml,stella artois 4x330 ml
6aeecae9-a08d-4156-b45b-52941e955f15,Magners Original Cider Pint 4pk (4x568ml cans),14179.0,magners original cider pint 4pk 4x568ml can,magners original cider pint 4pk 4x568ml can
6aebf560-bd23-4daf-8dc8-71900eb86f8f,Schweppes Soda Water (1 L),20475.0,schwepped soda water 1 l,schweppes soda water 1 l
6ae5f20b-8c55-584f-bc1a-b99ba19381ff,Poppell Flint Lighter 1S,18401.0,poppell flint lighter 1,poppell flint lighter 1
6ae2817f-157c-533d-82c4-c025338695f9,Haribo Tangfastics,10139.0,haribo tangfastic,haribo tangfastics
6ae22ec2-2323-4b88-b4fe-8d4f14c6867c,ChipSticks,4499.0,chipsticks,chipsticks
6ad6d5cb-66e8-56f9-8e64-2a5000074ef8,Jacobs Mini Cheddars Original,16957.0,original mini cheddar,jacob mini cheddar original
6ad66cc7-e06c-425c-9d69-ce763afa7fde,Galaxy Smooth Milk Chocolate Bar 42g,8322.0,galaxy smooth milk chocolate bar 42 g,galaxy smooth milk chocolate bar 42g
6ad5da9b-6a54-532c-9b78-a75ca34aa59b,Oyster Bay Merlot,17057.0,oyster bay merlot,oyster bay merlot
6ad2cbe0-9995-5414-b96f-7e7dbe3c9d6a,Lucozade Energy Orange (380 mL),13947.0,lucozade energy orange 380 ml,lucozade energy orange 380 ml
6ad20746-481b-583b-b03f-eae07261d156,Carling  (4x500 mL),375.0,carling 4 x 500 ml,carling 4x500 ml
6ad1f06a-968a-41d6-a964-630fd0e51400,KP Dry Roasted Peanuts (65g),12896.0,kp dry roasted peanut 65g,kp dry roasted peanut 65g
6accca74-d743-40c2-b2d4-e1b468709ee5,SIERRA TEQUILA SILVER 70CL,20679.0,sierra tequila silver 700 ml,sierra tequila silver 70cl
6acc1213-86e7-44e8-936b-5475e9c31d3a,WHISPERING ANGEL ,25579.0,whispering angel,whispering angel
